technology,component,component_confidence,component_reasoning,material,material_confidence,material_reasoning,hs_code,country,meas_unit,amount,percentage,country_confidence,country_reasoning
DNA Sequencer (NGS platform),Control System,0.89,Multiple agents support and peer agreement; vital for controlling instrument and analyzing sequencing data.,Copper,0.9,"Primary conductor for circuit traces and wiring, universally used in electronics.",740100,CONGO,THOUSAND METRIC TONS,2500.0,5.1,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
DNA Sequencer (NGS platform),Control System,0.89,Multiple agents support and peer agreement; vital for controlling instrument and analyzing sequencing data.,Copper,0.9,"Primary conductor for circuit traces and wiring, universally used in electronics.",740100,PERU,THOUSAND METRIC TONS,2600.0,5.31,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
DNA Sequencer (NGS platform),Control System,0.89,Multiple agents support and peer agreement; vital for controlling instrument and analyzing sequencing data.,Gold,0.75,Used for plating connectors and high-reliability contacts; standard but alternatives exist.,710812,OTHER,METRIC TONS,700.0,23.33,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
DNA Sequencer (NGS platform),Control System,0.89,Multiple agents support and peer agreement; vital for controlling instrument and analyzing sequencing data.,Gold,0.75,Used for plating connectors and high-reliability contacts; standard but alternatives exist.,710812,CHINA,METRIC TONS,370.0,12.33,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
DNA Sequencer (NGS platform),Control System,0.89,Multiple agents support and peer agreement; vital for controlling instrument and analyzing sequencing data.,Gold,0.75,Used for plating connectors and high-reliability contacts; standard but alternatives exist.,710812,AUSTRALIA,METRIC TONS,310.0,10.33,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
DNA Sequencer (NGS platform),Control System,0.89,Multiple agents support and peer agreement; vital for controlling instrument and analyzing sequencing data.,Gold,0.75,Used for plating connectors and high-reliability contacts; standard but alternatives exist.,710812,RUSSIA,METRIC TONS,310.0,10.33,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
DNA Sequencer (NGS platform),Control System,0.89,Multiple agents support and peer agreement; vital for controlling instrument and analyzing sequencing data.,Gold,0.75,Used for plating connectors and high-reliability contacts; standard but alternatives exist.,710812,CANADA,METRIC TONS,200.0,6.67,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
DNA Sequencer (NGS platform),Control System,0.89,Multiple agents support and peer agreement; vital for controlling instrument and analyzing sequencing data.,Glass,0.65,"Used in semiconductor packaging and insulators, moderately confident since alternatives exist.",700800,China,metric tons,0.0,63.0,0.95,LLM fallback cache (previously computed) - no USGS data available for Glass
DNA Sequencer (NGS platform),Control System,0.89,Multiple agents support and peer agreement; vital for controlling instrument and analyzing sequencing data.,Glass,0.65,"Used in semiconductor packaging and insulators, moderately confident since alternatives exist.",700800,United States,metric tons,0.0,12.0,0.9,LLM fallback cache (previously computed) - no USGS data available for Glass
DNA Sequencer (NGS platform),Control System,0.89,Multiple agents support and peer agreement; vital for controlling instrument and analyzing sequencing data.,Glass,0.65,"Used in semiconductor packaging and insulators, moderately confident since alternatives exist.",700800,Germany,metric tons,0.0,7.0,0.85,LLM fallback cache (previously computed) - no USGS data available for Glass
DNA Sequencer (NGS platform),Control System,0.89,Multiple agents support and peer agreement; vital for controlling instrument and analyzing sequencing data.,Glass,0.65,"Used in semiconductor packaging and insulators, moderately confident since alternatives exist.",700800,India,metric tons,0.0,6.0,0.8,LLM fallback cache (previously computed) - no USGS data available for Glass
DNA Sequencer (NGS platform),Control System,0.89,Multiple agents support and peer agreement; vital for controlling instrument and analyzing sequencing data.,Glass,0.65,"Used in semiconductor packaging and insulators, moderately confident since alternatives exist.",700800,Japan,metric tons,0.0,5.0,0.8,LLM fallback cache (previously computed) - no USGS data available for Glass
DNA Sequencer (NGS platform),Heating System,0.84,Strong consensus from all agents with consistent confidence; necessary for controlling temperature for biochemical reactions.,Aluminum,0.85,Used for heat sinks and structural frame due to high thermal conductivity and lightweight properties.,280300,CHINA,THOUSAND METRIC TONS,41000.0,58.57,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
DNA Sequencer (NGS platform),Heating System,0.84,Strong consensus from all agents with consistent confidence; necessary for controlling temperature for biochemical reactions.,Aluminum,0.85,Used for heat sinks and structural frame due to high thermal conductivity and lightweight properties.,280300,OTHER,THOUSAND METRIC TONS,7000.0,10.0,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
DNA Sequencer (NGS platform),Heating System,0.84,Strong consensus from all agents with consistent confidence; necessary for controlling temperature for biochemical reactions.,Aluminum,0.85,Used for heat sinks and structural frame due to high thermal conductivity and lightweight properties.,280300,INDIA,THOUSAND METRIC TONS,4100.0,5.86,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
DNA Sequencer (NGS platform),Heating System,0.84,Strong consensus from all agents with consistent confidence; necessary for controlling temperature for biochemical reactions.,Aluminum,0.85,Used for heat sinks and structural frame due to high thermal conductivity and lightweight properties.,280300,RUSSIA,THOUSAND METRIC TONS,3800.0,5.43,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
DNA Sequencer (NGS platform),Heating System,0.84,Strong consensus from all agents with consistent confidence; necessary for controlling temperature for biochemical reactions.,Aluminum,0.85,Used for heat sinks and structural frame due to high thermal conductivity and lightweight properties.,280300,CANADA,THOUSAND METRIC TONS,3000.0,4.29,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
DNA Sequencer (NGS platform),Heating System,0.84,Strong consensus from all agents with consistent confidence; necessary for controlling temperature for biochemical reactions.,Peltier elements,0.9,"Key thermoelectric devices used for active temperature control, essential to thermal management.",854140,China,units,0.0,50.0,0.7,LLM fallback cache (previously computed) - no USGS data available for Peltier elements
DNA Sequencer (NGS platform),Heating System,0.84,Strong consensus from all agents with consistent confidence; necessary for controlling temperature for biochemical reactions.,Peltier elements,0.9,"Key thermoelectric devices used for active temperature control, essential to thermal management.",854140,South Korea,units,0.0,20.0,0.65,LLM fallback cache (previously computed) - no USGS data available for Peltier elements
DNA Sequencer (NGS platform),Heating System,0.84,Strong consensus from all agents with consistent confidence; necessary for controlling temperature for biochemical reactions.,Peltier elements,0.9,"Key thermoelectric devices used for active temperature control, essential to thermal management.",854140,United States,units,0.0,15.0,0.6,LLM fallback cache (previously computed) - no USGS data available for Peltier elements
DNA Sequencer (NGS platform),Heating System,0.84,Strong consensus from all agents with consistent confidence; necessary for controlling temperature for biochemical reactions.,Peltier elements,0.9,"Key thermoelectric devices used for active temperature control, essential to thermal management.",854140,Germany,units,0.0,10.0,0.5,LLM fallback cache (previously computed) - no USGS data available for Peltier elements
DNA Sequencer (NGS platform),Heating System,0.84,Strong consensus from all agents with consistent confidence; necessary for controlling temperature for biochemical reactions.,Peltier elements,0.9,"Key thermoelectric devices used for active temperature control, essential to thermal management.",854140,Japan,units,0.0,5.0,0.5,LLM fallback cache (previously computed) - no USGS data available for Peltier elements
DNA Sequencer (NGS platform),Heating System,0.84,Strong consensus from all agents with consistent confidence; necessary for controlling temperature for biochemical reactions.,Ceramic,0.75,"Insulating substrate materials in thermal units, common and necessary for electrical isolation and heat conduction.",691010,China,metric tons,0.0,60.0,0.95,LLM fallback cache (previously computed) - no USGS data available for Ceramic
DNA Sequencer (NGS platform),Heating System,0.84,Strong consensus from all agents with consistent confidence; necessary for controlling temperature for biochemical reactions.,Ceramic,0.75,"Insulating substrate materials in thermal units, common and necessary for electrical isolation and heat conduction.",691010,India,metric tons,0.0,15.0,0.85,LLM fallback cache (previously computed) - no USGS data available for Ceramic
